Date,GJR downside rule,Historical downside rule,Buy and hold SPY,Fixed 50% SPY / 50% cash,gjr_threshold,historical_threshold
2021-11-01,1.0,1.0,1.0,0.5,0.000255346973230808,0.0002699323878696794
2021-11-02,1.0,1.0,1.0,0.5,0.00025421715239321913,0.0002697854346991735
2021-11-03,1.0,1.0,1.0,0.5,0.00024983476097301447,0.0002697759336888391
2021-11-04,1.0,1.0,1.0,0.5,0.00024811972457279704,0.0002697102012823922
2021-11-05,1.0,1.0,1.0,0.5,0.00024474943359730145,0.0002695992878219548
2021-11-08,1.0,1.0,1.0,0.5,0.00023957160072347314,0.0002692150245419768
2021-11-09,1.0,1.0,1.0,0.5,0.00023625390268131643,0.0002674863224210178
2021-11-10,1.0,1.0,1.0,0.5,0.00023443740905550574,0.00026657275722210064
2021-11-11,1.0,1.0,1.0,0.5,0.00022970154881261603,0.0002659848804431849
2021-11-12,1.0,1.0,1.0,0.5,0.00022779328857649685,0.00026594535875912973
2021-11-15,1.0,1.0,1.0,0.5,0.00022557865673806206,0.00026441376693435773
2021-11-16,1.0,1.0,1.0,0.5,0.0002246669200457282,0.00025876377325799335
2021-11-17,1.0,1.0,1.0,0.5,0.00022183582058005,0.0002572342937648929
2021-11-18,1.0,1.0,1.0,0.5,0.0002182844538125422,0.000253611948947029
2021-11-19,1.0,1.0,1.0,0.5,0.00021649452626696717,0.00024915271523003334
2021-11-22,1.0,1.0,1.0,0.5,0.00021184242935278145,0.0002308897288068703
2021-11-23,1.0,1.0,1.0,0.5,0.00021099829642493668,0.0002290757351008372
2021-11-24,1.0,1.0,1.0,0.5,0.00021069052106011666,0.0002285169016596932
2021-11-26,0.5,1.0,1.0,0.5,0.00020987275878758,0.00022785617547748136
2021-11-29,0.5,1.0,1.0,0.5,0.00021069052106011666,0.00022785617547748136
2021-11-30,0.5,0.5,1.0,0.5,0.00021099829642493668,0.00022785617547748136
2021-12-01,0.5,0.5,1.0,0.5,0.00021184242935278145,0.0002285169016596932
2021-12-02,0.5,0.5,1.0,0.5,0.0002171718901848268,0.0002290757351008372
2021-12-03,0.5,0.5,1.0,0.5,0.00022183582058005,0.0002308897288068703
2021-12-06,0.5,0.5,1.0,0.5,0.0002246669200457282,0.00024000134018971512
2021-12-07,0.5,0.5,1.0,0.5,0.00022557865673806206,0.0002513241051869496
2021-12-08,0.5,0.5,1.0,0.5,0.00022779328857649685,0.000253611948947029
2021-12-09,0.5,0.5,1.0,0.5,0.00022970154881261603,0.0002572342937648929
2021-12-10,0.5,0.5,1.0,0.5,0.00023443740905550574,0.00025876377325799335
2021-12-13,0.5,0.5,1.0,0.5,0.00023625390268131643,0.00026441376693435773
2021-12-14,0.5,0.5,1.0,0.5,0.00023957160072347314,0.00026594535875912973
2021-12-15,1.0,0.5,1.0,0.5,0.00024583860613233016,0.0002659848804431849
2021-12-16,0.5,0.5,1.0,0.5,0.00024583860613233016,0.00026657275722210064
2021-12-17,0.5,0.5,1.0,0.5,0.0002483920177065542,0.0002674863224210178
2021-12-20,0.5,0.5,1.0,0.5,0.00024983476097301447,0.0002692150245419768
2021-12-21,0.5,0.5,1.0,0.5,0.0002543230658160547,0.0002695992878219548
2021-12-22,1.0,0.5,1.0,0.5,0.00025758078403011544,0.0002697102012823922
2021-12-23,1.0,0.5,1.0,0.5,0.00025758078403011544,0.0002697759336888391
2021-12-27,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2021-12-28,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2021-12-29,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2021-12-30,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2021-12-31,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2022-01-03,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2022-01-04,1.0,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2022-01-05,0.5,1.0,1.0,0.5,0.00025758078403011544,0.0002697854346991735
2022-01-06,0.5,1.0,1.0,0.5,0.00025962209500036883,0.0002697854346991735
2022-01-07,1.0,1.0,1.0,0.5,0.0002610997118875788,0.0002697854346991735
2022-01-10,1.0,1.0,1.0,0.5,0.0002610997118875788,0.0002697854346991735
2022-01-11,1.0,1.0,1.0,0.5,0.0002610997118875788,0.0002697854346991735
2022-01-12,1.0,1.0,1.0,0.5,0.0002610997118875788,0.0002697854346991735
2022-01-13,1.0,1.0,1.0,0.5,0.0002610997118875788,0.0002697854346991735
2022-01-14,1.0,1.0,1.0,0.5,0.0002612405616420042,0.0002697854346991735
2022-01-18,0.5,1.0,1.0,0.5,0.0002612405616420042,0.0002697854346991735
2022-01-19,0.5,1.0,1.0,0.5,0.0002616693058460467,0.0002697854346991735
2022-01-20,0.5,0.5,1.0,0.5,0.0002623747294533858,0.0002697854346991735
2022-01-21,0.5,0.5,1.0,0.5,0.0002642865997321858,0.0002699323878696794
2022-01-24,0.5,0.5,1.0,0.5,0.0002665633351721918,0.00027045647718599723
2022-01-25,0.5,0.5,1.0,0.5,0.000267500751430842,0.00027057831494192003
2022-01-26,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002720555279134239
2022-01-27,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002728968776951637
2022-01-28,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-01-31,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-02-01,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-02-02,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-02-03,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-02-04,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-02-07,0.5,0.5,1.0,0.5,0.0002679362667404792,0.0002730148893298796
2022-02-08,0.5,0.5,1.0,0.5,0.00027093051405736597,0.0002730148893298796
2022-02-09,0.5,0.5,1.0,0.5,0.0002721726006261854,0.0002751135141123537
2022-02-10,0.5,0.5,1.0,0.5,0.00027491788044734595,0.0002756381703079722
2022-02-11,0.5,0.5,1.0,0.5,0.00027909364224570346,0.0002756381703079722
2022-02-14,0.5,0.5,1.0,0.5,0.0002830891833346193,0.00027567617434930966
2022-02-15,0.5,0.5,1.0,0.5,0.0002849200255323131,0.0002757742453325998
2022-02-16,0.5,0.5,1.0,0.5,0.0002864714144059989,0.0002757963878258387
2022-02-17,0.5,0.5,1.0,0.5,0.0002874162895507428,0.0002758380765569497
2022-02-18,0.5,0.5,1.0,0.5,0.000288927932105059,0.0002758484987397274
2022-02-22,0.5,0.5,1.0,0.5,0.00029074032461501174,0.00028224308205584194
2022-02-23,0.5,0.5,1.0,0.5,0.00029474852851045486,0.00028430981116582803
2022-02-24,0.5,0.5,1.0,0.5,0.0002978305312249355,0.0002844268319860674
2022-02-25,0.5,0.5,1.0,0.5,0.0002978305312249355,0.000284637195358886
2022-02-28,0.5,0.5,1.0,0.5,0.0002978305312249355,0.00028830677250000976
2022-03-01,0.5,0.5,1.0,0.5,0.0002978305312249355,0.0002909622221163958
2022-03-02,0.5,0.5,1.0,0.5,0.0002978305312249355,0.0002918339180115355
2022-03-03,0.5,0.5,1.0,0.5,0.0002978305312249355,0.0002919423917952013
2022-03-04,0.5,0.5,1.0,0.5,0.0002978305312249355,0.0002919423917952013
2022-03-07,0.5,0.5,1.0,0.5,0.0002978305312249355,0.00029201098460336525
2022-03-08,0.5,0.5,1.0,0.5,0.0002978305312249355,0.0002920281328054062
2022-03-09,0.5,0.5,1.0,0.5,0.0002978305312249355,0.00029664040383284795
2022-03-10,0.5,0.5,1.0,0.5,0.00030074567162784123,0.0002990788795408977
2022-03-11,0.5,0.5,1.0,0.5,0.0003022949484586395,0.0003030639223737824
2022-03-14,0.5,0.5,1.0,0.5,0.00031556888598375935,0.000304031057087813
2022-03-15,0.5,0.5,1.0,0.5,0.0003195196526909322,0.00030428961497498984
2022-03-16,0.5,0.5,1.0,0.5,0.0003205076795879743,0.0003069078206180095
2022-03-17,0.5,0.5,1.0,0.5,0.0003220185036260741,0.0003091327744512949
2022-03-18,0.5,0.5,1.0,0.5,0.00032361439840531786,0.0003091327744512949
2022-03-21,0.5,0.5,1.0,0.5,0.00032933547798697817,0.0003091327744512949
2022-03-22,1.0,0.5,1.0,0.5,0.00034013653491733465,0.0003142116775241893
2022-03-23,0.5,0.5,1.0,0.5,0.00034013653491733465,0.0003142116775241893
2022-03-24,1.0,0.5,1.0,0.5,0.0003465926658034826,0.0003142116775241893
2022-03-25,1.0,0.5,1.0,0.5,0.0003465926658034826,0.0003158778438181468
2022-03-28,1.0,0.5,1.0,0.5,0.0003465926658034826,0.0003302506022406227
2022-03-29,1.0,1.0,1.0,0.5,0.0003465926658034826,0.0003564986130620752
2022-03-30,1.0,0.5,1.0,0.5,0.0003465926658034826,0.000360665645471384
2022-03-31,1.0,0.5,1.0,0.5,0.0003465926658034826,0.0003638013222477221
2022-04-01,1.0,0.5,1.0,0.5,0.0003465926658034826,0.0003769870806929567
2022-04-04,1.0,1.0,1.0,0.5,0.0003465926658034826,0.0003801810825616596
2022-04-05,1.0,1.0,1.0,0.5,0.0003465926658034826,0.0003801810825616596
2022-04-06,0.5,1.0,1.0,0.5,0.0003465926658034826,0.0003801810825616596
2022-04-07,1.0,1.0,1.0,0.5,0.0003475048198938058,0.0003801810825616596
2022-04-08,1.0,1.0,1.0,0.5,0.0003475048198938058,0.0003801810825616596
2022-04-11,0.5,1.0,1.0,0.5,0.0003475048198938058,0.0003801810825616596
2022-04-12,0.5,1.0,1.0,0.5,0.0003478158850052319,0.0003801810825616596
2022-04-13,1.0,1.0,1.0,0.5,0.0003487089155047721,0.0003801810825616596
2022-04-14,0.5,1.0,1.0,0.5,0.0003487089155047721,0.0003801810825616596
2022-04-18,1.0,1.0,1.0,0.5,0.0003503706157211262,0.0003801810825616596
2022-04-19,1.0,1.0,1.0,0.5,0.0003503706157211262,0.0003801810825616596
2022-04-20,1.0,1.0,1.0,0.5,0.0003503706157211262,0.0003801810825616596
2022-04-21,0.5,1.0,1.0,0.5,0.0003503706157211262,0.0003801810825616596
2022-04-22,0.5,0.5,1.0,0.5,0.00035191887950550364,0.0003801810825616596
2022-04-25,0.5,0.5,1.0,0.5,0.00035680477630250406,0.00038615505929467107
2022-04-26,0.5,0.5,1.0,0.5,0.00036032261244915514,0.00038764855347792385
2022-04-27,0.5,0.5,1.0,0.5,0.000361019840048924,0.00038764855347792385
2022-04-28,0.5,0.5,1.0,0.5,0.0003643162506479582,0.00038923351477415755
2022-04-29,0.5,0.5,1.0,0.5,0.00036576077408740184,0.00039851308816099996
2022-05-02,0.5,0.5,1.0,0.5,0.0003680514983226522,0.00041028269293626884
2022-05-03,0.5,0.5,1.0,0.5,0.0003690114428786376,0.00041397896650917024
2022-05-04,0.5,0.5,1.0,0.5,0.0003721397911582473,0.00041430623668304727
2022-05-05,0.5,0.5,1.0,0.5,0.0003750959073092561,0.00041430623668304727
2022-05-06,0.5,0.5,1.0,0.5,0.00038006339434997177,0.00041665009757152943
2022-05-09,0.5,0.5,1.0,0.5,0.00038191430358364056,0.00041740393311277466
2022-05-10,0.5,0.5,1.0,0.5,0.00038352283542250154,0.0004185710440321049
2022-05-11,0.5,0.5,1.0,0.5,0.0003856743665056457,0.0004209076173874265
2022-05-12,0.5,0.5,1.0,0.5,0.00039620775933749564,0.00042144386481493063
2022-05-13,0.5,0.5,1.0,0.5,0.00040733478887820736,0.00042144947120177954
2022-05-16,0.5,0.5,1.0,0.5,0.0004227672168124865,0.00042271982038618385
2022-05-17,0.5,0.5,1.0,0.5,0.00042782440989104297,0.00042456589298039705
2022-05-18,0.5,0.5,1.0,0.5,0.0004305364716616045,0.00044619565004729646
2022-05-19,0.5,0.5,1.0,0.5,0.00043203909715283027,0.0004626352337085134
2022-05-20,0.5,0.5,1.0,0.5,0.00043322566000717356,0.00046541715238991935
2022-05-23,0.5,0.5,1.0,0.5,0.0004346726194231564,0.00046572687060586037
2022-05-24,0.5,0.5,1.0,0.5,0.00044105712477951654,0.00046687033589746987
2022-05-25,0.5,0.5,1.0,0.5,0.0004501361356947734,0.0004673132878939632
2022-05-26,0.5,0.5,1.0,0.5,0.0004597184314371971,0.00047771073304927526
2022-05-27,0.5,0.5,1.0,0.5,0.00046250097601095876,0.0004886664292827046
2022-05-31,0.5,0.5,1.0,0.5,0.0004711738006308733,0.0004907592214824562
2022-06-01,0.5,0.5,1.0,0.5,0.00048245722834241604,0.0004926813432386482
2022-06-02,0.5,0.5,1.0,0.5,0.0004868730365863007,0.000494571517833106
2022-06-03,0.5,0.5,1.0,0.5,0.000490248481701525,0.0004949239437397827
2022-06-06,0.5,0.5,1.0,0.5,0.0004913331893419615,0.0004969738631228259
2022-06-07,0.5,0.5,1.0,0.5,0.0004933433524040663,0.0005151370906781445
2022-06-08,0.5,0.5,1.0,0.5,0.000511507207919989,0.0005200031940837051
2022-06-09,0.5,0.5,1.0,0.5,0.0005223493619593027,0.0005409092188909377
2022-06-10,0.5,0.5,1.0,0.5,0.0005239773756610173,0.0005518450766173577
2022-06-13,0.5,0.5,1.0,0.5,0.0005244506004002028,0.0005545885798264904
2022-06-14,0.5,0.5,1.0,0.5,0.0005278778494590377,0.0005584833168552054
2022-06-15,0.5,0.5,1.0,0.5,0.0005302887752131427,0.0005606339341650471
2022-06-16,0.5,0.5,1.0,0.5,0.0005426300458950785,0.0005734824182009981
2022-06-17,0.5,0.5,1.0,0.5,0.0005535172845710728,0.0005867204831591675
2022-06-21,0.5,0.5,1.0,0.5,0.0005565833601649134,0.0005945311677314525
2022-06-22,0.5,0.5,1.0,0.5,0.0005683745539613336,0.0005979897720185583
2022-06-23,0.5,0.5,1.0,0.5,0.0005719119089393391,0.0006035756924127127
2022-06-24,0.5,0.5,1.0,0.5,0.0005736647613718265,0.0006048385805340403
2022-06-27,0.5,0.5,1.0,0.5,0.0005745167459472141,0.0006048385805340403
2022-06-28,0.5,0.5,1.0,0.5,0.0005904301267176831,0.000606976052169415
2022-06-29,0.5,0.5,1.0,0.5,0.0006013770723636889,0.000611827509552646
2022-06-30,0.5,0.5,1.0,0.5,0.0006092294420257669,0.0006129067819212427
2022-07-01,0.5,0.5,1.0,0.5,0.0006121368391857116,0.0006176202863035703
2022-07-05,0.5,0.5,1.0,0.5,0.0006151331941539323,0.0006190422604055832
2022-07-06,1.0,0.5,1.0,0.5,0.0006232284595350043,0.0006769123002801172
2022-07-07,1.0,0.5,1.0,0.5,0.0006232284595350043,0.0006943319830392033
2022-07-08,1.0,0.5,1.0,0.5,0.0006232284595350043,0.0006967046334891563
2022-07-11,1.0,0.5,1.0,0.5,0.0006232284595350043,0.0007031072281743256
2022-07-12,1.0,0.5,1.0,0.5,0.0006232284595350043,0.0007046059517810247
2022-07-13,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-14,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-15,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-18,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-19,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-20,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-21,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-22,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-25,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-26,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-27,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-28,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-07-29,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-01,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-02,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-03,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-04,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-05,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-08,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-09,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-10,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-11,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-12,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-15,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-16,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-17,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-18,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-19,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-22,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-23,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-24,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-25,1.0,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-26,0.5,1.0,1.0,0.5,0.0006232284595350043,0.0007127149416886208
2022-08-29,0.5,1.0,1.0,0.5,0.0006330709178394071,0.0007127149416886208
2022-08-30,0.5,1.0,1.0,0.5,0.0006447945902843488,0.0007127149416886208
2022-08-31,0.5,1.0,1.0,0.5,0.0006559387054619892,0.0007127149416886208
2022-09-01,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-02,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-06,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-07,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-08,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-09,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-12,1.0,1.0,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-13,0.5,0.5,1.0,0.5,0.0006593587292257963,0.0007127149416886208
2022-09-14,0.5,0.5,1.0,0.5,0.0006682549418538413,0.0007241792122990085
2022-09-15,0.5,0.5,1.0,0.5,0.0006758616716856302,0.0007265384680823806
2022-09-16,0.5,0.5,1.0,0.5,0.0006787489743957037,0.0007306160189675268
2022-09-19,0.5,0.5,1.0,0.5,0.0006803643022282921,0.0007978355997085011
2022-09-20,0.5,0.5,1.0,0.5,0.0006854487485653056,0.0008392947069969707
2022-09-21,0.5,0.5,1.0,0.5,0.0007099863189423284,0.0008526478198238446
2022-09-22,0.5,0.5,1.0,0.5,0.0007301652847143433,0.0008965052811724916
2022-09-23,0.5,0.5,1.0,0.5,0.0007383330168852335,0.0009231540210761067
2022-09-26,0.5,1.0,1.0,0.5,0.0007476074004482699,0.0009353540052680514
2022-09-27,1.0,1.0,1.0,0.5,0.0007515795590282655,0.0009353540052680514
2022-09-28,1.0,1.0,1.0,0.5,0.0007515795590282655,0.0009353540052680514
2022-09-29,0.5,1.0,1.0,0.5,0.0007515795590282655,0.0009353540052680514
2022-09-30,0.5,0.5,1.0,0.5,0.0007522626267980541,0.0009353540052680514
2022-10-03,1.0,1.0,1.0,0.5,0.0007654333598128846,0.000941563581151395
2022-10-04,1.0,1.0,1.0,0.5,0.0007654333598128846,0.000941563581151395
2022-10-05,1.0,1.0,1.0,0.5,0.0007654333598128846,0.000941563581151395
2022-10-06,1.0,1.0,1.0,0.5,0.0007654333598128846,0.000941563581151395
2022-10-07,0.5,0.5,1.0,0.5,0.0007654333598128846,0.0009419264669642378
2022-10-10,0.5,0.5,1.0,0.5,0.0007807674471093501,0.0009703485328242575
2022-10-11,1.0,1.0,1.0,0.5,0.0008057763963514197,0.0009772842902056114
2022-10-12,1.0,1.0,1.0,0.5,0.0008057763963514197,0.0009772842902056114
2022-10-13,1.0,1.0,1.0,0.5,0.0008057763963514197,0.0009772842902056114
2022-10-14,0.5,1.0,1.0,0.5,0.0008057763963514197,0.0009772842902056114
2022-10-17,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-18,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-19,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-20,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-21,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-24,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-25,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-26,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-27,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-28,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-10-31,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-01,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-02,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-03,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-04,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-07,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-08,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-09,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-10,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-11,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-14,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-15,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-16,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-17,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-18,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-21,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-22,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-23,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-25,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-28,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-29,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-11-30,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-01,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-02,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-05,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-06,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-07,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-08,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-09,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-12,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-13,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-14,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-15,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-16,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-19,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-20,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-21,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-22,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-23,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-27,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-28,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-29,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2022-12-30,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-03,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-04,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-05,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-06,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-09,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-10,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-11,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-12,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-13,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-17,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-18,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-19,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-20,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-23,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-24,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-25,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-26,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-27,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-30,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-01-31,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-01,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-02,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-03,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-06,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-07,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-08,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-09,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-10,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-13,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-14,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
